alors	ADV	alors
vraie	ADJ	vrai
franchement	ADV	franchement
pour	PRP	pour
ce	PRO:dem	ce
qu'	PRO:rel	que
on	PRO:cls	on
voit	VER:pres	voir
parfois	ADV	parfois
il	PRO:clsi	il
y	PRO:clo	y
a	VER:pres	avoir
des	DET:ind	un
fois	NOM	fois
enfin	ADV	enfin
on	PRO:cls	on
était	AUX:impf	être
obligé	VER:pper	obliger
de	PRP	de
dire	VER:infi	dire
bon	INT	bon
on	PRO:cls	on
va	VER:pres	aller
s'	PRO:clo	se
arrêter	VER:infi	arrêter
là	ADV	là
hein	INT	hein
s'	KON	si
il	PRO:clsi	il
vous	PRO:clo	vous
plaît	VER:pres	plaire
ah	INT	ah
mais	KON	mais
la	DET:def	le
poisse	NOM	poisse
et	KON	et
tu	PRO:cls	tu
te	PRO:clo	te
rends	VER:pres	rendre
compte	NOM	compte
ils	PRO:cls	il
ont	VER:pres	avoir
pas	ADV	pas
quatorze	NUM	@card@
ans	NOM	an
c'	PRO:cls	ce
est	VER:pres	être
horrible	ADJ	horrible
c'	PRO:cls	ce
est	VER:pres	être
horrible	ADJ	horrible
oui	FNO	oui
ils	PRO:cls	il
se	PRO:clo	se
connaissent	VER:pres	connaître
depuis	PRP	depuis
deux	NUM	@card@
semaines	NOM	semaine
.	NOM:sig	<unknown>
deux	NUM	@card@
jours	NOM	jour
et	KON	et
c'	PRO:cls	ce
est	VER:pres	être
les	DET:def	le
amours	NOM	amour
de	PRP	de
vacances	NOM	vacances
hein	INT	hein
oh	INT	oh
la	DET:def	le
la	DET:def	le
mais	KON	mais
les	DET:def	le
Espagnols	NOM	espagnol
c'	PRO:cls	ce
était	VER:impf	être
les	DET:def	le
les	DET:def	le
pires	NOM	pire
je	PRO:cls	je
pense	VER:pres	penser
pour	PRP	pour
ça	PRO:ton	ça
en	PRP	en
deux	NUM	@card@
jours	NOM	jour
c'	PRO:cls	ce
est	VER:pres	être
bon	INT	bon
ils	PRO:cls	il
étaient	AUX:impf	être
maqués	VER:pper	maquer
euh	INT	euh
ils	PRO:cls	il
avaient	VER:impf	avoir
leur	DET:pos	leur
copine	NOM	copine
pour	PRP	pour
le	DET:def	le
reste	NOM	reste
des	PRP:det	du
vacances	NOM	vacances
quoi	INT	quoi
oh	INT	oh
punaise	INT	punaise
on	PRO:cls	on
était	VER:impf	être
tous	PRO:ind	tout
en	PRP	en
mode	NOM	mode
.	NAM	<unknown>
.	NAM	<unknown>
par	PRP	par
contre	ADV	contre
ça	PRO:ton	ça
nous	PRO:ton	nous
ça	PRO:cls	ça
nous	PRO:clo	nous
entretenait	VER:impf	entretenir
on	PRO:cls	on
était	VER:impf	être
vraiment	ADV	vraiment
en	PRP	en
mode	NOM	mode
-ce	PRO:dem	ce
est	VER:pres	être
que	KON	que
tu	PRO:cls	tu
sais	VER:pres	savoir
qui	PRO:rel	qui
est	VER:pres	être
le	DET:def	le
nouveau	ADJ	nouveau
couple	NOM	couple
-ce	PRO:dem	ce
est	VER:pres	être
que	KON	que
tu	PRO:cls	tu
as	AUX:pres	avoir
vu	VER:pper	voir
oui	FNO	oui
je	PRO:cls	je
crois	VER:pres	croire
que	KON	que
elle	PRO:ton	elle
elle	PRO:cls	elle
a	VER:pres	avoir
un	DET:ind	un
faible	NOM	faible
pour	PRP	pour
xxx	NOM	<unknown>
commérages	NOM	commérage
mais	KON	mais
complètement	ADV	complètement
alors	ADV	alors
là	ADV	là
et	KON	et
puis	KON	puis
quand	KON	quand
tu	PRO:cls	tu
voyais	VER:impf	voir
les	DET:def	le
petits	ADJ	petit
couples	NOM	couple
et	KON	et
tout	PRO:ind	tout
enfin	ADV	enfin
il	PRO:clsi	il
y	PRO:clo	y
en	PRO:clo	en
a	VER:pres	avoir
qui	PRO:rel	qui
se	PRO:clo	se
faisaient	VER:impf	faire
mais	KON	mais
vraiment	ADV	vraiment
genre	NOM	genre
à	PRP	à
la	DET:def	le
fin	NOM	fin
des	PRP:det	du
vacances	NOM	vacances
et	KON	et
tout	PRO:ind	tout
et	KON	et
vraiment	ADV	vraiment
ils	PRO:cls	il
allaient	VER:impf	aller
trop	ADV	trop
bien	ADV	bien
ensemble	ADV	ensemble
ils	PRO:cls	il
étaient	AUX:impf	être
juste	ADV	juste
parfaits	VER:pper	parfaire
et	KON	et
tout	PRO:ind	tout
tu	PRO:cls	tu
étais	VER:impf	être
là	ADV	là
xxx	NOM	<unknown>
donc	ADV	donc
voilà	FNO	voilà
ça	PRO:cls	ça
faisait	VER:impf	faire
nos	DET:pos	notre
notre	DET:pos	notre
petite	ADJ	petit
distraction	NOM	distraction
euh	INT	euh
et	KON	et
tu	PRO:cls	tu
as	AUX:pres	avoir
eu	VER:pper	avoir
quoi	INT	quoi
d'	PRP	un
autre	ADJ	autre
comme	KON	comme
pays	NOM	pays
enfin	ADV	enfin
pour	PRP	pour
les	DET:def	le
petits	ADJ	petit
les	DET:def	le
petits	ADJ	petit
jeunes	ADJ	jeune
j'	PRO:cls	je
ai	AUX:pres	avoir
eu	VER:pper	avoir
quoi	INT	quoi
pardon	FNO	pardon
quoi	INT	quoi
d'	PRP	un
autre	ADJ	autre
ouais	FNO	ouais
quelle	DET:int	quel
est	VER:pres	être
quelle	DET:int	quel
autre	ADJ	autre
nationalité	NOM	nationalité
ouais	FNO	ouais
des	DET:ind	un
Espagnols	NOM	espagnol
des	PRP:det	du
Italiens	NOM	Italien
des	DET:ind	un
Allemands	ADJ	allemand
des	DET:ind	un
Suisses	ADJ	suisse
Suisses	NOM	suisse
francophones	ADJ	francophone
euh	INT	euh
Allemands	ADJ	allemand
euh	INT	euh
des	DET:ind	un
Tchèques	ADJ	tchèque
des	DET:ind	un
Russes	NOM	russe
ah	INT	ah
les	DET:def	le
Russes	NOM	russe
apparemment	ADV	apparemment
c'	PRO:cls	ce
est	VER:pres	être
les	DET:def	le
plus	ADV	plus
ah	INT	ah
ouais	FNO	ouais
c'	PRO:cls	ce
était	VER:impf	être
les	DET:def	le
pires	NOM	pire
l'	DET:def	le
année	NOM	année
d'	PRP	un
avant	NOM	avant
j'	PRO:cls	je
avais	AUX:impf	avoir
eu	VER:pper	avoir
des	DET:ind	un
euh	INT	euh
Saoudies	NAM	<unknown>
