bon	INT	bon
voilà	FNO	voilà
c'	PRO:cls	ce
est	VER:pres	être
c'	PRO:cls	ce
est	VER:pres	être
pas	ADV	pas
pour	PRP	pour
rien	PRO:ind	rien
hum	FNO	hum
si	KON	si
on	PRO:cls	on
on	PRO:cls	on
est	AUX:pres	être
intéressé	VER:pper	intéresser
déjà	ADV	déjà
par	PRP	par
la	DET:def	le
psychologie	NOM	psychologie
dès	PRP	dès
le	DET:def	le
début	NOM	début
c'	PRO:cls	ce
est	VER:pres	être
qu'	KON	que
il	PRO:clsi	il
y	PRO:clo	y
a	VER:pres	avoir
un	DET:ind	un
truc	NOM	truc
c'	PRO:cls	ce
est	VER:pres	être
que	KON	que
et	KON	et
il	PRO:cls	il
faut	VER:pres	falloir
rechercher	VER:infi	rechercher
pourquoi	PRO:int	pourquoi
on	PRO:cls	on
a	VER:pres	avoir
envie	NOM	envie
ça	PRO:ton	ça
en	PRP	en
plus	ADV	plus
pourquoi	PRO:int	pourquoi
euh	INT	euh
c'	PRO:cls	ce
est	VER:pres	être
un	DET:ind	un
boulot	NOM	boulot
enfin	ADV	enfin
moi	PRO:ton	moi
je	PRO:cls	je
dis	VER:pres	dire
ça	PRO:ton	ça
par	PRP	par
rapport	NOM	rapport
à	PRP	à
ma	DET:pos	mon
copine	NOM	copine
là	ADV	là
qui	PRO:rel	qui
a	AUX:pres	avoir
passé	VER:pper	passer
son	DET:pos	son
qui	PRO:rel	qui
a	AUX:pres	avoir
eu	VER:pper	avoir
son	DET:pos	son
master	NOM	master
en	PRP	en
psycho	NOM	<unknown>
elle	PRO:cls	elle
disait	VER:impf	dire
euh	INT	euh
les	DET:def	le
vraiment	ADV	vraiment
ceux	PRO:dem	celui
qui	PRO:rel	qui
réussissent	VER:pres	réussir
à	PRP	à
devenir	VER:infi	devenir
psychologue	ADJ	psychologue
c'	PRO:cls	ce
est	VER:pres	être
parce	TRC	parce
que	KON	que
ça	PRO:cls	ça
devient	VER:pres	devenir
une	DET:ind	un
passion	NOM	passion
en	PRP	en
fait	VER:pper	faire
pour	PRP	pour
eux	PRO:ton	eux
et	KON	et
du	PRP:det	du
coup	NOM	coup
enfin	ADV	enfin
euh	INT	euh
je	PRO:cls	je
trouve	VER:pres	trouver
ça	PRO:ton	ça
cool	ADJ	cool
de	PRP	de
se	PRO:clo	se
dire	VER:infi	dire
que	KON	que
tu	PRO:cls	tu
vas	VER:pres	aller
faire	VER:infi	faire
de	PRP	de
ton	DET:pos	ton
mét-	NOM	<unknown>
enfin	ADV	enfin
toute	DET:pre	tout
ta	DET:pos	ton
vie	NOM	vie
tu	PRO:cls	tu
vas	VER:pres	aller
faire	VER:infi	faire
un	DET:ind	un
métier	NOM	métier
qui	PRO:rel	qui
qui	PRO:rel	qui
te	PRO:clo	te
passionne	VER:pres	passionner
c'	PRO:cls	ce
est	VER:pres	être
enfin	ADV	enfin
je	PRO:cls	je
préfère	VER:pres	préférer
faire	VER:infi	faire
ça	PRO:ton	ça
que	KON	que
de	PRP	de
me	PRO:clo	me
enfin	ADV	enfin
que	KON	que
enfin	ADV	enfin
je	PRO:cls	je
serai	VER:futu	être
contente	ADJ	content
de	PRP	de
me	PRO:clo	me
dire	VER:infi	dire
que	KON	que
ouais	FNO	ouais
le	DET:def	le
matin	NOM	matin
je	PRO:cls	je
me	PRO:clo	me
réveille	VER:pres	réveiller
et	KON	et
que	KON	que
je	PRO:cls	je
serai	VER:futu	être
contente	ADJ	content
d'	PRP	un
aller	VER:infi	aller
au	PRP:det	au
boulot	NOM	boulot
parce	TRC	parce
que	KON	que
voilà	FNO	voilà
je	PRO:cls	je
vais	VER:pres	aller
je	PRO:cls	je
vais	VER:pres	aller
réussir	VER:infi	réussir
à	PRP	à
faire	VER:infi	faire
des	DET:ind	un
choses	NOM	chose
plutôt	ADV	plutôt
que	KON	que
celui	PRO:dem	celui
qui	PRO:rel	qui
va	VER:pres	aller
en	PRP	en
trainant	NOM	<unknown>
les	DET:def	le
pattes	NOM	patte
parce	TRC	parce
que	KON	que
bah	INT	bah
c'	PRO:cls	ce
est	VER:pres	être
pas	ADV	pas
le	DET:def	le
boulot	NOM	boulot
qu'	KON	que
il	PRO:cls	il
a	AUX:pres	avoir
choisi	VER:pper	choisir
et	KON	et
qu'	KON	que
il	PRO:cls	il
a	VER:pres	avoir
aucune	DET:ind	aucun
passion	NOM	passion
dedans	ADV	dedans
quoi	INT	quoi
hum	FNO	hum
et	KON	et
puis	KON	puis
bah	INT	bah
voilà	FNO	voilà
éduc	NOM	<unknown>
spé	ADJ:trc	spécialisé
bah	INT	bah
voilà	FNO	voilà
c'	PRO:cls	ce
est	VER:pres	être
pourquoi	PRO:int	pourquoi
je	PRO:cls	je
veux	VER:pres	vouloir
euh	INT	euh
je	PRO:cls	je
fais	VER:pres	faire
une	DET:ind	un
licence	NOM	licence
même	ADJ	même
si	KON	si
pour	PRP	pour
moi	PRO:ton	moi
ça	PRO:cls	ça
suffira	VER:futu	suffire
pas	ADV	pas
trois	NUM	@card@
ans	NOM	an
mais	KON	mais
en	PRP	en
trois	NUM	@card@
ans	NOM	an
j'	PRO:cls	je
aurai	VER:futu	avoir
quand	KON	quand
même	ADV	même
appris	VER:pper	apprendre
pas	ADV	pas
mal	ADV	mal
de	PRP	de
choses	NOM	chose
et	KON	et
en	PRP	en
trois	NUM	@card@
ans	NOM	an
ben	INT	ben
je	PRO:cls	je
vais	VER:pres	aller
murir	VER:infi	<unknown>
hein	INT	hein
ben	INT	ben
oui	FNO	oui
de	PRP	de
toute	DET:ind	tout
façon	NOM	façon
ouais	FNO	ouais
forcément	ADV	forcément
déjà	ADV	déjà
entre	PRP	entre
euh	INT	euh
l'	DET:def	le
année	NOM	année
dernière	ADJ	dernier
et	KON	et
cette	DET:dem	ce
année	NOM	année
il	PRO:clsi	il
y	PRO:clo	y
a	AUX:pres	avoir
eu	VER:pper	avoir
quand	KON	quand
même	ADV	même
une	DET:ind	un
petite	ADJ	petit
évolution	NOM	évolution
euh	INT	euh
donc	ADV	donc
euh	INT	euh
du	PRP:det	du
coup	NOM	coup
bah	INT	bah
c'	PRO:cls	ce
est	VER:pres	être
utile	ADJ	utile
quoi	INT	quoi
et	KON	et
euh	INT	euh
et	KON	et
c'	PRO:cls	ce
est	VER:pres	être
pas	ADV	pas
quand	KON	quand
même	ADV	même
simple	ADJ	simple
ce	PRO:dem	ce
que	PRO:rel	que
je	PRO:cls	je
veux	VER:pres	vouloir
faire	VER:infi	faire
et	KON	et
puis	KON	puis
c'	PRO:cls	ce
est	VER:pres	être
quand	KON	quand
même	ADV	même
dans	PRP	dans
le	DET:def	le
domaine	NOM	domaine
de	PRP	de
l'	DET:def	le
éducation	NOM	éducation
et	KON	et
on	PRO:cls	on
apprend	VER:pres	apprendre
plein	ADV	plein
de	PRP	de
choses	NOM	chose
dans	PRP	dans
le	DET:def	le
domaine	NOM	domaine
de	PRP	de
l'	DET:def	le
éducation	NOM	éducation
on	PRO:cls	on
a	VER:pres	avoir
la	DET:def	le
psychologie	NOM	psychologie
euh	INT	euh
de	PRP	de
l'	DET:def	le
éducation	NOM	éducation
d'	PRP	un
ailleurs	ADV	ailleurs
que	KON	que
je	PRO:cls	je
hum	FNO	hum
j'	PRO:cls	je
ai	VER:pres	avoir
tout	PRO:ind	tout
à	PRP	à
l'	DET:def	le
heure	NOM	heure
avec	PRP	avec
euh	INT	euh
¤N¤	NAM	¤N¤
et	KON	et
euh	INT	euh
et	KON	et
on	PRO:cls	on
on	PRO:cls	on
renvoie	VER:pres	renvoyer
toutes	DET:pre	tout
ces	DET:dem	ce
petites	ADJ	petit
questions	NOM	question
euh	INT	euh
enfin	ADV	enfin
c'	PRO:cls	ce
est	VER:pres	être
c'	PRO:cls	ce
est	VER:pres	être
vraiment	ADV	vraiment
euh	INT	euh
c'	PRO:cls	ce
est	VER:pres	être
important	ADJ	important
mais	KON	mais
c'	PRO:cls	ce
est	VER:pres	être
un	DET:ind	un
champ	NOM	champ
assez	ADV	assez
large	ADJ	large
la	DET:def	le
psychologie	NOM	psychologie
on	PRO:cls	on
voit	VER:pres	voir
pas	ADV	pas
mal	ADV	mal
de	PRP	de
choses	NOM	chose
après	ADV	après
c'	PRO:cls	ce
est	VER:pres	être
comme	KON	comme
le	DET:def	le
cours	NOM	cours
dont	PRO:rel	dont
hum	FNO	hum
tu	PRO:cls	tu
parlais	VER:impf	parler
là	ADV	là
qu'	KON	que
on	PRO:cls	on
a	AUX:pres	avoir
eu	VER:pper	avoir
en	PRP	en
première	ADJ	premier
année	NOM	année
avec	PRP	avec
monsieur	NOM	monsieur
¤N¤	NAM	¤N¤
c'	PRO:cls	ce
est	VER:pres	être
euh	INT	euh
c'	PRO:cls	ce
est	VER:pres	être
pareil	ADJ	pareil
là	ADV	là
c'	PRO:cls	ce
était	VER:impf	être
p-	TRC	p-
c'	PRO:cls	ce
était	VER:impf	être
donc	ADV	donc
euh	INT	euh
psycho-	TRC	<unknown>
c'	PRO:cls	ce
était	VER:impf	être
euh	INT	euh
bah	INT	bah
de	PRP	de
l'	DET:def	le
éducation	NOM	éducation
aussi	ADV	aussi
du	PRP:det	du
coup	NOM	coup
oui	FNO	oui
en	PRP	en
quelque	ADJ	<unknown>
sorte	NOM	sorte
c'	PRO:cls	ce
était	VER:impf	être
sur	PRP	sur
euh	INT	euh
c'	PRO:cls	ce
était	VER:impf	être
la	DET:def	le
psychologie	NOM	psychologie
de	PRP	de
l'	DET:def	le
enfant	NOM	enfant
et	KON	et
euh	INT	euh
il	PRO:clsi	il
y	PRO:clo	y
a	VER:pres	avoir
plein	ADV	plein
de	PRP	de
choses	NOM	chose
qu'	KON	que
on	PRO:cls	on
enfin	ADV	enfin
même	ADV	même
moi	PRO:ton	moi
j'	PRO:cls	je
ai	AUX:pres	avoir
découvert	VER:pper	découvrir
en	PRP	en
tant	ADV	tant
que	KON	que
que	KON	que
mère	NOM	mère
euh	INT	euh
enfin	ADV	enfin
enfin	ADV	enfin
pas	ADV	pas
en	PRP	en
tant	ADV	tant
que	KON	que
je	PRO:cls	je
l'	PRO:clo	le
ai	AUX:pres	avoir
pas	ADV	pas
découvert	VER:pper	découvrir
en	PRP	en
tant	ADV	tant
que	KON	que
mère	NOM	mère
je	PRO:cls	je
l'	PRO:clo	le
ai	AUX:pres	avoir
découvert	VER:pper	découvrir
par	PRP	par
rapport	NOM	rapport
à	PRP	à
enfin	ADV	enfin
à	PRP	à
plus	ADV	plus
tard	ADV	tard
enfin	ADV	enfin
euh	INT	euh
plein	ADV	plein
de	PRP	de
choses	NOM	chose
euh	INT	euh
le	DET:def	le
rôle	NOM	rôle
de	PRP	de
la	DET:def	le
mère	NOM	mère
avec	PRP	avec
l'	DET:def	le
enfant	NOM	enfant
et	KON	et
euh	INT	euh
et	KON	et
ce	PRO:dem	ce
qui	PRO:rel	qui
faut	VER:pres	falloir
faire	VER:infi	faire
enfin	ADV	enfin
ce	PRO:dem	ce
qui	PRO:rel	qui
faut	VER:pres	falloir
pas	ADV	pas
faire	VER:infi	faire
et	KON	et
ce	PRO:dem	ce
qui	PRO:rel	qui
a	VER:pres	avoir
de	PRP	de
bien	ADV	bien
ce	PRO:dem	ce
qui	PRO:rel	qui
a	VER:pres	avoir
de	PRP	de
ce	PRO:dem	ce
qui	PRO:rel	qui
a	VER:pres	avoir
de	PRP	de
pas	ADV	pas
bien	ADV	bien
enfin	ADV	enfin
euh	INT	euh
